Data,Abertura,Maxima,Minima,VWAP D,Fechamento
5/4/2021 14:15,6646.88,6649.22,6632.25,6630.47,6636.93
5/4/2021 14:30,6636.35,6652.14,6635.18,6630.88,6650.39
5/4/2021 14:45,6650.39,6652.73,6632.84,6631.24,6635.18
5/4/2021 15:00,6635.18,6646.88,6635.18,6631.58,6643.37
5/4/2021 15:15,6642.78,6646.88,6635.76,6631.81,6645.71
5/4/2021 15:30,6646.29,6655.66,6644.54,6632.42,6647.46
5/4/2021 15:45,6646.88,6648.05,6636.35,6632.72,6645.12
5/4/2021 16:00,6645.71,6659.75,6640.44,6633.28,6655.07
5/4/2021 16:15,6655.07,6656.24,6647.46,6633.81,6649.22
5/4/2021 16:30,6649.22,6653.9,6644.54,6634.13,6650.97
5/4/2021 16:45,6650.97,6657.41,6642.78,6634.49,6655.66
5/4/2021 17:00,6655.66,6658,6651.56,6634.71,6651.56
5/4/2021 17:15,6651.56,6653.9,6642.2,6634.85,6646.88
5/4/2021 17:30,6646.29,6653.31,6643.95,6634.94,6651.56
5/4/2021 17:45,6652.14,6653.9,6637.52,6635.04,6637.52
6/4/2021 9:00,6641.03,6645.12,6608.85,6623.11,6611.77
6/4/2021 9:15,6611.19,6622.89,6601.82,6617.23,6614.11
6/4/2021 9:30,6614.11,6628.74,6611.19,6618.13,6626.98
6/4/2021 9:45,6626.4,6634.59,6618.21,6620.02,6618.79
6/4/2021 10:00,6618.79,6628.15,6613.53,6620.01,6622.3
6/4/2021 10:15,6622.89,6625.81,6609.43,6619.58,6612.94
6/4/2021 10:30,6612.94,6621.13,6607.68,6618.85,6610.02
6/4/2021 10:45,6610.6,6617.04,6605.34,6618.04,6607.09
6/4/2021 11:00,6606.51,6613.53,6591.29,6616.39,6596.56
6/4/2021 11:15,6595.97,6597.73,6580.76,6613.07,6590.71
6/4/2021 11:30,6591.29,6594.8,6582.52,6611.58,6586.03
6/4/2021 11:45,6586.03,6592.46,6574.32,6609.32,6579.59
6/4/2021 12:00,6579.59,6587.2,6579.01,6608.2,6581.35
6/4/2021 12:15,6580.76,6587.78,6573.15,6606.85,6579.01
6/4/2021 12:30,6579.59,6583.69,6577.25,6606.24,6581.93
6/4/2021 12:45,6582.52,6583.1,6576.66,6605.82,6580.18
6/4/2021 13:00,6580.76,6580.76,6562.62,6603.66,6571.98
6/4/2021 13:15,6571.98,6572.57,6557.94,6602.23,6560.87
6/4/2021 13:30,6560.87,6568.47,6559.11,6601.39,6566.13
6/4/2021 13:45,6565.55,6577.84,6565.55,6600.54,6576.08
6/4/2021 14:00,6575.49,6588.37,6575.49,6599.84,6584.86
6/4/2021 14:15,6585.44,6595.97,6578.42,6599.36,6593.63
6/4/2021 14:30,6593.63,6595.97,6576.08,6598.81,6577.84
6/4/2021 14:45,6577.25,6580.18,6569.64,6598.11,6572.57
6/4/2021 15:00,6573.15,6573.74,6533.37,6594.3,6557.36
6/4/2021 15:15,6557.36,6558.53,6550.92,6593.6,6555.6
6/4/2021 15:30,6555.02,6562.62,6553.85,6593.05,6558.53
6/4/2021 15:45,6558.53,6564.96,6557.94,6592.07,6564.38
6/4/2021 16:00,6564.38,6570.23,6556.77,6591.17,6564.38
6/4/2021 16:15,6564.96,6566.13,6560.28,6590.77,6560.87
6/4/2021 16:30,6561.45,6562.04,6550.33,6590.08,6559.11
6/4/2021 16:45,6559.7,6570.81,6555.6,6589.54,6563.79
6/4/2021 17:00,6563.79,6564.38,6551.51,6589.07,6555.6
6/4/2021 17:15,6555.6,6556.77,6553.26,6588.93,6555.6
6/4/2021 17:30,6555.6,6560.28,6548.58,6588.58,6549.16
6/4/2021 17:45,6548.58,6556.19,6544.48,6588.11,6552.68
7/4/2021 9:00,6549.75,6564.96,6543.9,6553.92,6552.68
7/4/2021 9:15,6552.68,6569.64,6530.44,6551.56,6533.37
7/4/2021 9:30,6532.78,6545.65,6531.03,6548.13,6542.73
7/4/2021 9:45,6543.31,6568.47,6542.73,6550.3,6559.11
7/4/2021 10:00,6558.53,6563.21,6535.71,6549.97,6540.39
7/4/2021 10:15,6540.39,6553.26,6535.71,6549.21,6536.29
7/4/2021 10:30,6536.29,6553.26,6522.83,6546.61,6546.24
7/4/2021 10:45,6546.82,6559.11,6535.71,6546.72,6538.63
7/4/2021 11:00,6539.22,6545.07,6527.52,6545.79,6529.27
7/4/2021 11:15,6529.86,6536.29,6512.3,6543.85,6513.47
7/4/2021 11:30,6513.47,6517.57,6502.36,6540.97,6505.28
7/4/2021 11:45,6505.28,6524.59,6505.28,6539.2,6512.89
7/4/2021 12:00,6513.47,6530.44,6510.55,6538.31,6528.69
7/4/2021 12:15,6528.1,6542.14,6523.42,6538.15,6537.46
7/4/2021 12:30,6537.46,6584.27,6535.71,6540.05,6580.18
7/4/2021 12:45,6580.76,6580.76,6563.21,6541.56,6570.81
7/4/2021 13:00,6571.4,6583.69,6565.55,6542.88,6578.42
7/4/2021 13:15,6578.42,6601.82,6576.66,6545.27,6593.05
7/4/2021 13:30,6593.05,6597.73,6588.95,6546.25,6588.95
7/4/2021 13:45,6588.95,6590.12,6571.98,6547.66,6576.08
7/4/2021 14:00,6576.08,6583.69,6570.23,6548.41,6573.74
7/4/2021 14:15,6574.32,6576.08,6567.89,6548.77,6570.23
7/4/2021 14:30,6569.64,6577.84,6555.6,6549.3,6563.21
7/4/2021 14:45,6563.21,6566.13,6554.43,6549.52,6556.77
7/4/2021 15:00,6556.19,6574.32,6547.41,6549.93,6571.98
7/4/2021 15:15,6571.4,6580.76,6568.47,6550.43,6579.01
7/4/2021 15:30,6579.01,6591.29,6575.49,6551.38,6589.54
7/4/2021 15:45,6590.12,6609.43,6586.03,6553.24,6602.41
7/4/2021 16:00,6603,6608.26,6595.97,6554.1,6604.75
7/4/2021 16:15,6604.17,6624.64,6604.17,6555.9,6621.72
7/4/2021 16:30,6621.72,6626.98,6603,6557.61,6603.58
7/4/2021 16:45,6603.58,6617.04,6602.41,6558.3,6615.87
7/4/2021 17:00,6615.87,6615.87,6602.41,6558.83,6606.51
7/4/2021 17:15,6606.51,6613.53,6588.37,6559.4,6588.95
7/4/2021 17:30,6588.95,6597.73,6582.52,6559.94,6584.27
7/4/2021 17:45,6584.86,6591.29,6574.32,6560.12,6583.1
8/4/2021 9:00,6570.81,6578.42,6543.9,6560.9,6568.47
8/4/2021 9:15,6568.47,6573.15,6556.19,6562.06,6566.13
8/4/2021 9:30,6566.13,6576.08,6550.92,6562.73,6553.26
8/4/2021 9:45,6553.85,6566.72,6549.16,6561.4,6556.19
8/4/2021 10:00,6556.77,6562.62,6531.61,6557.09,6542.14
8/4/2021 10:15,6542.14,6545.07,6528.1,6554.56,6538.05
8/4/2021 10:30,6538.05,6555.02,6533.37,6553.33,6548.58
8/4/2021 10:45,6548.58,6554.43,6539.22,6552.92,6540.39
8/4/2021 11:00,6540.97,6571.98,6536.29,6553.08,6570.81
8/4/2021 11:15,6570.23,6582.52,6563.21,6555.45,6565.55
8/4/2021 11:30,6565.55,6566.13,6549.16,6555.6,6549.16
8/4/2021 11:45,6549.16,6559.11,6542.73,6555.32,6543.31
8/4/2021 12:00,6543.31,6550.92,6533.37,6554.78,6547.41
8/4/2021 12:15,6547.41,6567.3,6546.82,6554.93,6551.51
8/4/2021 12:30,6551.51,6552.68,6538.05,6554.62,6540.39
8/4/2021 12:45,6540.39,6540.39,6521.08,6553.44,6532.78
8/4/2021 13:00,6532.78,6541.56,6525.18,6552.71,6527.52
8/4/2021 13:15,6528.1,6532.2,6515.23,6551.52,6516.98
8/4/2021 13:30,6516.4,6529.27,6498.85,6549.31,6503.53
8/4/2021 13:45,6502.94,6504.7,6492.41,6547.24,6494.16
8/4/2021 14:00,6494.16,6507.62,6492.99,6545.18,6494.75
8/4/2021 14:15,6494.16,6503.53,6492.99,6544.34,6498.26
8/4/2021 14:30,6498.26,6499.43,6490.07,6543.17,6497.09
8/4/2021 14:45,6497.09,6514.06,6495.33,6542.22,6507.04
8/4/2021 15:00,6507.62,6509.96,6498.26,6541.48,6507.04
8/4/2021 15:15,6507.04,6523.42,6505.87,6540.71,6516.4
8/4/2021 15:30,6516.4,6533.95,6505.87,6539.94,6533.37
8/4/2021 15:45,6533.37,6538.05,6521.08,6539.63,6525.76
8/4/2021 16:00,6526.35,6529.86,6519.91,6539.43,6526.35
8/4/2021 16:15,6526.93,6536.29,6522.25,6539.27,6529.86
8/4/2021 16:30,6529.27,6533.95,6526.35,6539.19,6527.52
8/4/2021 16:45,6527.52,6536.88,6524,6539.08,6531.61
8/4/2021 17:00,6531.03,6536.29,6527.52,6539.02,6533.37
8/4/2021 17:15,6533.37,6541.56,6526.93,6538.96,6539.8
8/4/2021 17:30,6539.22,6543.31,6530.44,6538.94,6532.2
8/4/2021 17:45,6531.61,6533.37,6525.18,6538.85,6528.1
9/4/2021 9:00,6559.11,6574.32,6553.26,6565.68,6568.47
9/4/2021 9:15,6568.47,6597.73,6567.3,6575.99,6595.39
9/4/2021 9:30,6595.97,6600.07,6590.12,6581.19,6598.9
9/4/2021 9:45,6598.9,6612.36,6592.46,6588.46,6594.8
9/4/2021 10:00,6594.8,6615.87,6591.29,6591.72,6601.82
9/4/2021 10:15,6601.82,6610.02,6589.54,6592.78,6594.8
9/4/2021 10:30,6595.39,6603,6584.86,6593.07,6597.73
9/4/2021 10:45,6597.73,6604.75,6587.78,6593.29,6604.75
9/4/2021 11:00,6604.75,6619.96,6604.17,6595.76,6615.87
9/4/2021 11:15,6615.87,6617.04,6601.82,6596.64,6603.58
9/4/2021 11:30,6604.17,6614.7,6600.07,6597.31,6605.92
9/4/2021 11:45,6605.92,6614.11,6600.07,6597.95,6611.77
9/4/2021 12:00,6611.77,6617.04,6607.68,6598.59,6615.28
9/4/2021 12:15,6614.7,6624.06,6611.19,6599.48,6622.89
9/4/2021 12:30,6623.47,6647.46,6622.3,6602.47,6640.44
9/4/2021 12:45,6640.44,6644.54,6616.45,6604.22,6624.64
9/4/2021 13:00,6624.64,6631.08,6617.62,6605.17,6630.5
9/4/2021 13:15,6631.08,6639.86,6628.15,6605.93,6636.35
9/4/2021 13:30,6636.93,6639.86,6624.06,6606.6,6625.23
9/4/2021 13:45,6625.23,6629.33,6622.3,6607,6628.74
9/4/2021 14:00,6628.74,6634.59,6625.81,6607.45,6631.08
9/4/2021 14:15,6631.67,6635.18,6627.57,6607.84,6631.08
9/4/2021 14:30,6631.08,6639.27,6626.4,6608.26,6637.52
9/4/2021 14:45,6637.52,6652.73,6633.42,6609.45,6649.8
9/4/2021 15:00,6650.39,6656.83,6643.95,6610.97,6648.05
9/4/2021 15:15,6647.46,6649.8,6638.69,6611.56,6642.78
9/4/2021 15:30,6642.78,6652.73,6639.86,6612.26,6643.95
9/4/2021 15:45,6644.54,6658,6638.69,6613.51,6651.56
9/4/2021 16:00,6651.56,6658.58,6649.22,6614.46,6653.31
9/4/2021 16:15,6653.31,6658.58,6652.14,6615.05,6653.9
9/4/2021 16:30,6653.9,6657.41,6651.56,6615.41,6652.73
9/4/2021 16:45,6652.73,6653.31,6644.54,6616.01,6648.05
9/4/2021 17:00,6648.05,6660.92,6646.88,6616.65,6658
9/4/2021 17:15,6658,6659.75,6645.71,6617.11,6647.46
9/4/2021 17:30,6646.88,6656.83,6640.44,6617.66,6656.83
9/4/2021 17:45,6656.24,6666.77,6642.78,6618.17,6666.77
12/4/2021 9:00,6651.56,6651.56,6628.15,6637.24,6639.27
12/4/2021 9:15,6639.27,6647.46,6618.21,6635.32,6620.55
12/4/2021 9:30,6619.96,6624.64,6602.41,6627.8,6603.58
12/4/2021 9:45,6603.58,6608.26,6597.14,6622.63,6603.58
12/4/2021 10:00,6603.58,6613.53,6599.48,6619.86,6611.19
12/4/2021 10:15,6611.19,6615.28,6604.75,6618.75,6612.36
12/4/2021 10:30,6611.77,6615.28,6601.82,6617.36,6610.02
12/4/2021 10:45,6609.43,6615.28,6605.92,6616.93,6607.09
12/4/2021 11:00,6606.51,6615.28,6600.07,6616.05,6613.53
12/4/2021 11:15,6613.53,6622.3,6612.36,6616.21,6615.87
12/4/2021 11:30,6615.28,6629.33,6612.94,6616.5,6628.74
12/4/2021 11:45,6628.15,6635.18,6625.23,6617.55,6633.42
12/4/2021 12:00,6633.42,6674.96,6629.91,6621.65,6668.53
12/4/2021 12:15,6668.53,6680.23,6667.94,6625.1,6667.94
12/4/2021 12:30,6667.94,6681.4,6663.26,6628.09,6672.62
12/4/2021 12:45,6672.62,6679.06,6662.68,6629.78,6676.72
12/4/2021 13:00,6676.72,6677.89,6672.04,6630.5,6673.79
12/4/2021 13:15,6673.79,6686.67,6672.62,6631.91,6683.16
12/4/2021 13:30,6683.16,6684.33,6672.04,6633.06,6673.79
12/4/2021 13:45,6673.21,6674.96,6656.24,6634.37,6662.09
12/4/2021 14:00,6662.09,6674.38,6656.83,6635.3,6672.62
12/4/2021 14:15,6672.62,6681.99,6672.04,6636.41,6674.38
12/4/2021 14:30,6673.79,6681.4,6672.62,6637.17,6679.64
12/4/2021 14:45,6679.64,6680.82,6671.45,6637.99,6676.13
12/4/2021 15:00,6676.13,6679.64,6672.04,6638.49,6672.04
12/4/2021 15:15,6672.62,6674.38,6665.6,6639.18,6669.7
12/4/2021 15:30,6669.11,6713.58,6666.19,6642.55,6713
12/4/2021 15:45,6713.58,6727.62,6711.24,6647.01,6711.83
12/4/2021 16:00,6711.83,6718.85,6708.32,6648.48,6715.92
12/4/2021 16:15,6715.92,6720.02,6698.37,6650.59,6707.73
12/4/2021 16:30,6707.15,6709.49,6703.63,6651.12,6706.56
12/4/2021 16:45,6706.56,6716.51,6704.8,6652.55,6707.73
12/4/2021 17:00,6707.73,6707.73,6691.35,6653.52,6692.52
12/4/2021 17:15,6692.52,6700.12,6684.91,6654.17,6699.54
12/4/2021 17:30,6698.95,6710.66,6696.61,6654.82,6703.63
12/4/2021 17:45,6703.05,6722.94,6701.88,6655.46,6720.6
13/04/2021 09:00,6717.68,6744.01,6707.73,6727.17,6717.68
13/04/2021 09:15,6717.68,6732.3,6708.9,6723.61,6715.34
13/04/2021 09:30,6715.34,6732.89,6670.28,6709.94,6673.21
13/04/2021 09:45,6673.21,6681.99,6665.6,6703.97,6680.82
13/04/2021 10:00,6680.82,6701.88,6671.45,6701.33,6700.71
13/04/2021 10:15,6700.71,6724.11,6694.27,6702.74,6718.85
13/04/2021 10:30,6718.85,6727.62,6700.12,6703.98,6709.49
13/04/2021 10:45,6709.49,6713.58,6686.67,6703.39,6690.76
13/04/2021 11:00,6690.76,6707.15,6680.82,6702.63,6701.88
13/04/2021 11:15,6701.88,6725.28,6701.29,6703.54,6709.49
13/04/2021 11:30,6709.49,6714.17,6704.22,6703.83,6705.39
13/04/2021 11:45,6704.8,6710.66,6695.44,6703.76,6696.61
13/04/2021 12:00,6696.61,6705.39,6689.59,6703.53,6691.93
13/04/2021 12:15,6691.93,6696.03,6672.04,6702.55,6680.82
13/04/2021 12:30,6680.23,6681.4,6662.68,6701.14,6669.11
13/04/2021 12:45,6669.7,6681.99,6662.09,6699.81,6667.94
13/04/2021 13:00,6668.53,6677.3,6664.43,6698.99,6672.62
13/04/2021 13:15,6672.04,6687.84,6669.11,6698.33,6687.25
13/04/2021 13:30,6687.25,6693.69,6671.45,6697.76,6674.38
13/04/2021 13:45,6674.96,6677.3,6666.77,6697.14,6670.87
13/04/2021 14:00,6670.87,6672.62,6636.93,6694.25,6638.69
13/04/2021 14:15,6638.69,6650.97,6634.01,6692.44,6649.8
13/04/2021 14:30,6649.8,6652.73,6640.44,6691.3,6646.88
13/04/2021 14:45,6646.88,6656.24,6642.2,6689.71,6650.97
13/04/2021 15:00,6651.56,6659.75,6645.71,6688.58,6655.07
13/04/2021 15:15,6655.07,6675.55,6653.9,6687.84,6673.21
13/04/2021 15:30,6672.62,6678.47,6666.77,6687.28,6675.55
13/04/2021 15:45,6674.96,6677.89,6661.51,6686.99,6670.28
13/04/2021 16:00,6670.87,6676.13,6665.6,6686.44,6666.77
13/04/2021 16:15,6666.77,6680.23,6666.77,6686.26,6679.64
13/04/2021 16:30,6679.06,6706.56,6677.3,6686.44,6703.05
13/04/2021 16:45,6703.05,6703.63,6692.52,6686.62,6697.78
13/04/2021 17:00,6697.2,6698.37,6685.5,6686.65,6686.08
13/04/2021 17:15,6686.67,6691.35,6684.33,6686.66,6687.25
13/04/2021 17:30,6687.84,6687.84,6679.06,6686.63,6684.91
13/04/2021 17:45,6684.91,6699.54,6683.16,6686.66,6697.2
14/04/2021 09:00,6679.64,6702.46,6666.77,6686.06,6677.3
14/04/2021 09:15,6677.89,6685.5,6667.94,6681.74,6676.13
14/04/2021 09:30,6676.72,6684.33,6657.41,6676.89,6681.99
14/04/2021 09:45,6681.99,6710.07,6679.64,6683.03,6699.54
14/04/2021 10:00,6699.54,6718.85,6694.27,6686.98,6714.17
14/04/2021 10:15,6714.17,6717.09,6705.39,6689.13,6710.66
14/04/2021 10:30,6710.66,6710.66,6681.99,6689.86,6689.01
14/04/2021 10:45,6689.59,6689.59,6649.8,6685.64,6653.31
14/04/2021 11:00,6653.31,6660.34,6646.88,6683.08,6653.31
14/04/2021 11:15,6653.31,6663.26,6642.2,6680.64,6653.31
14/04/2021 11:30,6653.9,6659.17,6646.88,6679.23,6653.9
14/04/2021 11:45,6654.48,6660.34,6647.46,6678.13,6657.41
14/04/2021 12:00,6658,6671.45,6654.48,6676.95,6661.51
14/04/2021 12:15,6662.09,6668.53,6655.66,6676.37,6662.68
14/04/2021 12:30,6662.68,6670.28,6660.34,6676.05,6663.85
14/04/2021 12:45,6663.26,6663.85,6649.22,6675.23,6655.66
14/04/2021 13:00,6655.66,6660.92,6646.29,6674.29,6653.31
14/04/2021 13:15,6653.9,6655.07,6635.18,6672.9,6647.46
14/04/2021 13:30,6646.88,6649.8,6638.69,6672.19,6644.54
14/04/2021 13:45,6644.54,6652.14,6635.76,6671.21,6651.56
14/04/2021 14:00,6652.14,6658.58,6649.8,6670.65,6655.07
14/04/2021 14:15,6655.66,6659.75,6650.39,6670.15,6658
14/04/2021 14:30,6658,6659.75,6648.05,6669.74,6653.9
14/04/2021 14:45,6653.9,6669.11,6652.14,6669.44,6665.02
14/04/2021 15:00,6665.02,6665.6,6650.39,6669.1,6655.07
14/04/2021 15:15,6654.48,6661.51,6650.97,6668.78,6652.14
14/04/2021 15:30,6651.56,6653.31,6646.88,6668.27,6653.31
14/04/2021 15:45,6652.73,6673.21,6652.14,6668.06,6671.45
14/04/2021 16:00,6670.87,6676.13,6654.48,6667.94,6655.07
14/04/2021 16:15,6655.07,6655.66,6641.61,6667.36,6645.71
14/04/2021 16:30,6645.71,6650.97,6644.54,6667.14,6646.88
14/04/2021 16:45,6646.29,6652.73,6636.93,6666.87,6641.61
14/04/2021 17:00,6641.61,6646.29,6638.69,6666.6,6640.44
14/04/2021 17:15,6639.86,6640.44,6624.64,6666.02,6629.33
14/04/2021 17:30,6629.91,6635.76,6613.53,6665.42,6617.62
14/04/2021 17:45,6617.62,6626.98,6615.87,6665.04,6625.81
15/04/2021 09:00,6622.3,6633.42,6604.75,6620.99,6618.79
15/04/2021 09:15,6618.21,6618.21,6590.71,6611.8,6595.39
15/04/2021 09:30,6595.39,6605.34,6572.57,6600.12,6579.01
15/04/2021 09:45,6579.59,6580.18,6555.02,6591,6570.23
15/04/2021 10:00,6570.23,6574.91,6558.53,6587.78,6560.87
15/04/2021 10:15,6560.87,6581.93,6559.11,6585.78,6574.91
15/04/2021 10:30,6574.32,6595.97,6569.64,6585.46,6593.63
15/04/2021 10:45,6593.05,6598.31,6586.03,6586.24,6594.8
15/04/2021 11:00,6594.8,6612.36,6593.05,6588.32,6605.34
15/04/2021 11:15,6605.34,6613.53,6594.22,6589.22,6598.31
15/04/2021 11:30,6597.73,6603,6584.86,6589.5,6587.2
15/04/2021 11:45,6587.78,6606.51,6585.44,6589.96,6590.71
15/04/2021 12:00,6591.29,6595.39,6574.32,6589.61,6578.42
15/04/2021 12:15,6578.42,6582.52,6571.98,6589.17,6577.84
15/04/2021 12:30,6577.25,6587.78,6575.49,6588.92,6581.35
15/04/2021 12:45,6581.93,6583.69,6567.89,6588.42,6575.49
15/04/2021 13:00,6575.49,6576.66,6563.21,6587.78,6574.91
15/04/2021 13:15,6574.32,6579.59,6564.38,6587.37,6577.25
15/04/2021 13:30,6577.84,6582.52,6572.57,6587.17,6579.01
15/04/2021 13:45,6579.01,6588.37,6577.84,6587.05,6581.35
15/04/2021 14:00,6581.35,6590.71,6576.66,6586.95,6589.54
15/04/2021 14:15,6589.54,6595.39,6580.18,6587.05,6582.52
15/04/2021 14:30,6581.93,6583.69,6569.64,6586.74,6571.4
15/04/2021 14:45,6571.4,6578.42,6567.89,6586.46,6571.98
15/04/2021 15:00,6572.57,6591.29,6567.89,6586.22,6590.71
15/04/2021 15:15,6590.71,6594.8,6577.84,6586.24,6582.52
15/04/2021 15:30,6582.52,6586.61,6569.64,6586.1,6569.64
15/04/2021 15:45,6569.64,6581.93,6568.47,6585.85,6578.42
15/04/2021 16:00,6578.42,6583.69,6572.57,6585.72,6579.59
15/04/2021 16:15,6579.59,6590.12,6579.01,6585.72,6586.61
15/04/2021 16:30,6586.61,6593.63,6581.35,6585.74,6586.03
15/04/2021 16:45,6586.61,6598.31,6580.76,6585.83,6591.29
15/04/2021 17:00,6590.71,6591.88,6577.25,6585.81,6582.52
15/04/2021 17:15,6582.52,6588.95,6579.01,6585.79,6582.52
15/04/2021 17:30,6582.52,6588.37,6579.01,6585.78,6580.18
15/04/2021 17:45,6580.18,6582.52,6571.98,6585.71,6579.01
16/04/2021 09:00,6576.66,6595.39,6575.49,6585.83,6587.78
16/04/2021 09:15,6587.2,6610.02,6583.1,6592.36,6610.02
16/04/2021 09:30,6610.02,6631.67,6609.43,6604.75,6627.57
16/04/2021 09:45,6627.57,6640.44,6622.89,6611.9,6628.15
16/04/2021 10:00,6628.15,6635.76,6621.13,6614.8,6634.01
16/04/2021 10:15,6633.42,6649.22,6628.15,6618.92,6640.44
16/04/2021 10:30,6640.44,6648.63,6630.5,6621.45,6641.61
16/04/2021 10:45,6641.03,6644.54,6636.35,6622.8,6641.03
16/04/2021 11:00,6641.03,6641.03,6612.94,6623.08,6613.53
16/04/2021 11:15,6613.53,6617.62,6595.39,6620.95,6610.6
16/04/2021 11:30,6610.6,6614.11,6581.93,6618.38,6598.31
16/04/2021 11:45,6598.31,6598.31,6576.66,6615.54,6585.44
16/04/2021 12:00,6585.44,6590.12,6569.64,6612.93,6570.81
16/04/2021 12:15,6570.81,6573.15,6548.58,6608.54,6567.3
16/04/2021 12:30,6567.3,6583.1,6564.96,6607.12,6581.93
16/04/2021 12:45,6581.93,6582.52,6559.7,6605.63,6571.4
16/04/2021 13:00,6571.98,6571.98,6553.26,6603.98,6555.02
16/04/2021 13:15,6554.43,6555.02,6530.44,6600,6540.97
16/04/2021 13:30,6540.39,6550.92,6536.88,6598.38,6549.75
16/04/2021 13:45,6549.75,6557.94,6543.9,6596.84,6545.65
16/04/2021 14:00,6545.65,6553.26,6545.07,6596.03,6552.09
16/04/2021 14:15,6552.09,6561.45,6545.65,6594.84,6559.7
16/04/2021 14:30,6559.7,6561.45,6526.93,6592.55,6529.86
16/04/2021 14:45,6529.86,6535.12,6519.32,6590.22,6534.54
16/04/2021 15:00,6534.54,6539.8,6529.86,6589.06,6537.46
16/04/2021 15:15,6537.46,6543.31,6533.37,6588.27,6542.14
16/04/2021 15:30,6542.73,6544.48,6535.12,6587.48,6543.31
16/04/2021 15:45,6543.31,6544.48,6532.2,6586.59,6533.95
16/04/2021 16:00,6534.54,6548.58,6533.37,6585.75,6547.99
16/04/2021 16:15,6547.99,6549.75,6538.05,6585.09,6539.8
16/04/2021 16:30,6539.8,6542.14,6536.88,6584.79,6540.39
16/04/2021 16:45,6540.97,6545.65,6536.88,6584.18,6540.39
16/04/2021 17:00,6540.97,6542.73,6533.95,6583.83,6537.46
16/04/2021 17:15,6537.46,6538.05,6532.78,6583.46,6537.46
16/04/2021 17:30,6537.46,6547.41,6536.88,6583.12,6543.9
16/04/2021 17:45,6543.9,6549.16,6542.14,6582.82,6543.31
19/04/2021 09:00,6524.59,6535.71,6508.21,6521.08,6524
19/04/2021 09:15,6524.59,6556.77,6520.49,6531.88,6534.54
19/04/2021 09:30,6534.54,6553.26,6525.18,6535.1,6528.69
19/04/2021 09:45,6528.69,6540.97,6516.4,6533.62,6538.05
19/04/2021 10:00,6538.05,6574.32,6532.2,6538.6,6562.62
19/04/2021 10:15,6562.62,6583.69,6562.04,6543.64,6573.15
19/04/2021 10:30,6573.15,6580.18,6564.38,6546.68,6564.96
19/04/2021 10:45,6564.96,6566.72,6542.73,6547.49,6553.26
19/04/2021 11:00,6552.68,6569.64,6550.92,6548.63,6558.53
19/04/2021 11:15,6558.53,6564.38,6516.98,6547.55,6518.74
19/04/2021 11:30,6518.74,6524,6488.9,6542.57,6493.58
19/04/2021 11:45,6493.58,6515.23,6491.24,6539.19,6498.85
19/04/2021 12:00,6498.85,6511.13,6490.65,6537.02,6505.87
19/04/2021 12:15,6505.87,6508.79,6490.07,6535.78,6498.26
19/04/2021 12:30,6497.67,6511.72,6492.99,6534.86,6508.21
19/04/2021 12:45,6507.62,6521.66,6507.62,6534.21,6520.49
19/04/2021 13:00,6520.49,6524.59,6511.72,6533.7,6513.47
19/04/2021 13:15,6513.47,6518.74,6503.53,6533.1,6510.55
19/04/2021 13:30,6511.13,6528.69,6509.38,6532.7,6519.91
19/04/2021 13:45,6519.91,6524.59,6516.4,6532.5,6519.32
19/04/2021 14:00,6518.74,6524,6504.11,6531.91,6512.3
19/04/2021 14:15,6512.3,6519.32,6505.28,6531.44,6507.04
19/04/2021 14:30,6507.04,6512.3,6495.92,6530.46,6511.13
19/04/2021 14:45,6511.13,6524,6507.62,6530.1,6516.98
19/04/2021 15:00,6516.98,6519.32,6498.26,6529.6,6500.02
19/04/2021 15:15,6500.02,6502.36,6473.1,6527.07,6484.8
19/04/2021 15:30,6485.39,6508.21,6484.22,6525.88,6501.77
19/04/2021 15:45,6501.77,6511.72,6499.43,6525.46,6503.53
19/04/2021 16:00,6503.53,6514.64,6503.53,6525.24,6511.72
19/04/2021 16:15,6511.72,6522.25,6505.87,6525.02,6514.64
19/04/2021 16:30,6514.06,6516.98,6507.62,6524.88,6509.96
19/04/2021 16:45,6509.38,6512.89,6501.77,6524.65,6503.53
19/04/2021 17:00,6502.94,6504.11,6494.16,6524.34,6496.5
19/04/2021 17:15,6497.09,6501.19,6490.65,6524.02,6493.58
19/04/2021 17:30,6493.58,6494.75,6486.56,6523.81,6491.82
19/04/2021 17:45,6491.24,6500.6,6487.14,6523.56,6493.58
20/04/2021 09:00,6519.32,6543.9,6512.89,6526.65,6522.25
20/04/2021 09:15,6521.66,6528.69,6507.04,6521.56,6522.25
20/04/2021 09:30,6521.66,6523.42,6492.99,6516.69,6493.58
20/04/2021 09:45,6494.16,6502.94,6485.97,6510.45,6491.82
20/04/2021 10:00,6491.82,6497.09,6476.61,6505.95,6480.12
20/04/2021 10:15,6480.12,6486.56,6464.91,6501.15,6482.46
20/04/2021 10:30,6481.88,6491.24,6477.78,6499.64,6487.73
20/04/2021 10:45,6487.73,6493.58,6471.93,6497.61,6476.61
20/04/2021 11:00,6476.61,6480.71,6462.57,6495.18,6470.76
20/04/2021 11:15,6471.34,6471.93,6450.28,6492.04,6452.62
20/04/2021 11:30,6452.62,6463.15,6443.84,6488.4,6457.3
20/04/2021 11:45,6457.89,6466.08,6445.6,6486.38,6453.79
20/04/2021 12:00,6453.79,6459.06,6449.11,6485.07,6454.38
20/04/2021 12:15,6454.38,6470.76,6450.87,6483.83,6461.4
